"NodeId","OutDegree","InDegree","TotalActivity"
"1557","0","12","12"
"6805","0","12","12"
"3373","12","0","12"
"4068","6","6","12"
"3047","12","0","12"
"5396","12","0","12"
"581","0","12","12"
"6502","12","0","12"
"2659","12","0","12"
"2232","12","0","12"
"5231","0","12","12"
"1004","12","0","12"
"2548","12","0","12"
"2751","0","12","12"
"2555","12","0","12"
"5298","0","12","12"
"5044","0","12","12"
"7162","0","12","12"
"4633","12","0","12"
"687","0","12","12"
"607","0","12","12"
"2357","12","0","12"
"4471","2","10","12"
"7677","12","0","12"
"787","12","0","12"
"2818","1","11","12"
"1420","12","0","12"
"3775","12","0","12"
"4140","12","0","12"
"831","12","0","12"
"400","12","0","12"
"7243","1","11","12"
"5160","12","0","12"
"711","1","11","12"
"622","0","12","12"
"5141","1","11","12"
"2121","1","11","12"
"4429","12","0","12"
"7113","12","0","12"
"4116","12","0","12"
"1610","12","0","12"
"7227","12","0","12"
"362","1","11","12"
"3942","0","12","12"
"2578","12","0","12"
"1499","12","0","12"
"4428","12","0","12"
"1789","11","0","11"
"7491","0","11","11"
"3777","11","0","11"
"8282","0","11","11"
"387","11","0","11"
"5836","11","0","11"
"4563","11","0","11"
"3751","11","0","11"
"3255","3","8","11"
"5961","11","0","11"
"7493","4","7","11"
"6271","11","0","11"
"4049","0","11","11"
"6526","11","0","11"
"3616","0","11","11"
"7775","11","0","11"
"970","11","0","11"
"5935","11","0","11"
"1242","11","0","11"
"6917","3","8","11"
"7304","0","11","11"
"124","3","8","11"
"6923","2","9","11"
"7964","11","0","11"
"7996","0","11","11"
"2427","11","0","11"
"3720","11","0","11"
"7129","11","0","11"
"4377","11","0","11"
"869","11","0","11"
"6707","0","11","11"
"5139","11","0","11"
"7090","11","0","11"
"4739","11","0","11"
"6657","11","0","11"
"6435","0","11","11"
"2105","11","0","11"
"2378","4","7","11"
"7423","0","11","11"
"6859","11","0","11"
"1323","0","11","11"
"3508","11","0","11"
"6686","0","11","11"
"7652","0","11","11"
"8211","11","0","11"
"351","11","0","11"
"7768","11","0","11"
"6790","11","0","11"
"5050","11","0","11"
"2217","11","0","11"
"4647","11","0","11"
"3808","0","11","11"
"2913","11","0","11"
"1822","11","0","11"
"2844","2","9","11"
"6126","11","0","11"
"2645","7","4","11"
"2509","11","0","11"
"6059","0","11","11"
"7323","0","11","11"
"6164","0","11","11"
"3549","0","11","11"
"1467","11","0","11"
"1530","11","0","11"
"40","11","0","11"
"774","1","10","11"
"1532","0","11","11"
"7819","0","11","11"
"5320","11","0","11"
"5550","11","0","11"
"5589","11","0","11"
"4815","0","11","11"
"2941","11","0","11"
"4898","11","0","11"
"3636","11","0","11"
"4509","11","0","11"
"5311","0","11","11"
"1228","11","0","11"
"4416","11","0","11"
"3729","11","0","11"
"106","9","2","11"
"2843","0","11","11"
"6269","0","10","10"
"4663","10","0","10"
"920","10","0","10"
"469","10","0","10"
"4078","2","8","10"
"3150","10","0","10"
"6577","10","0","10"
"4183","0","10","10"
"5011","10","0","10"
"3107","10","0","10"
"8204","2","8","10"
"3743","10","0","10"
"1605","10","0","10"
"4342","10","0","10"
"929","0","10","10"
"3190","10","0","10"
"3189","10","0","10"
"6484","10","0","10"
"8235","0","10","10"
"7201","0","10","10"
"501","10","0","10"
"6758","10","0","10"
"3046","10","0","10"
"1435","0","10","10"
"5339","10","0","10"
"4947","10","0","10"
"5702","10","0","10"
"389","0","10","10"
"7906","10","0","10"
"3496","10","0","10"
"5286","10","0","10"
"7994","0","10","10"
"6682","0","10","10"
"3764","10","0","10"
"7409","10","0","10"
"1495","10","0","10"
"5194","10","0","10"
"7150","10","0","10"
"5564","0","10","10"
"6248","10","0","10"
"8152","10","0","10"
"6009","0","10","10"
"5417","0","10","10"
"6314","10","0","10"
"6000","10","0","10"
"3271","2","8","10"
"5984","10","0","10"
"2947","10","0","10"
"2342","5","5","10"
"5468","10","0","10"
"4047","0","10","10"
"4254","0","10","10"
"3285","1","9","10"
"6016","10","0","10"
"6078","0","10","10"
"296","10","0","10"
"1636","1","9","10"
"5068","10","0","10"
"2092","7","3","10"
"5549","10","0","10"
"3662","10","0","10"
"1095","10","0","10"
"614","10","0","10"
"6605","10","0","10"
"839","0","10","10"
"5426","0","10","10"
"1281","10","0","10"
"5191","10","0","10"
"6548","10","0","10"
"7648","1","9","10"
"6702","10","0","10"
"2953","10","0","10"
"898","10","0","10"
"538","0","10","10"
"2084","10","0","10"
"2995","10","0","10"
"5927","10","0","10"
"6806","0","10","10"
"5016","10","0","10"
"2185","0","10","10"
"5920","10","0","10"
"4009","2","8","10"
"1179","10","0","10"
"515","0","10","10"
"5658","10","0","10"
"1719","10","0","10"
"5896","10","0","10"
"8283","0","10","10"
"421","0","10","10"
"793","0","10","10"
"2989","10","0","10"
"4584","0","10","10"
"6975","10","0","10"
"1245","10","0","10"
"6942","0","10","10"
"4576","10","0","10"
"3409","1","9","10"
"4583","0","10","10"
"209","10","0","10"
"6111","0","10","10"
"8284","0","10","10"
"3819","10","0","10"
"7899","0","10","10"
"1266","0","10","10"
"4924","10","0","10"
"4822","0","9","9"
"7421","9","0","9"
"3159","9","0","9"
"4012","0","9","9"
"554","6","3","9"
"912","9","0","9"
"4039","9","0","9"
"7171","9","0","9"
"6626","9","0","9"
"7471","9","0","9"
"7183","9","0","9"
"4942","0","9","9"
"3893","0","9","9"
"8226","0","9","9"
"3911","2","7","9"
"5478","9","0","9"
"4403","0","9","9"
"4398","9","0","9"
"3262","9","0","9"
"5713","1","8","9"
"7357","9","0","9"
"7498","0","9","9"
"6635","9","0","9"
"3512","9","0","9"
"5419","9","0","9"
"6550","9","0","9"
"1874","9","0","9"
"2425","0","9","9"
"3171","1","8","9"
"3349","9","0","9"
"3053","9","0","9"
"7289","0","9","9"
"7673","0","9","9"
"653","2","7","9"
"4187","9","0","9"
"7952","0","9","9"
"5276","9","0","9"
"7579","9","0","9"
"8276","0","9","9"
"8050","9","0","9"
"1533","0","9","9"
"950","9","0","9"
"4530","9","0","9"
"782","9","0","9"
"4524","9","0","9"
"6083","0","9","9"
"1684","9","0","9"
"2802","9","0","9"
"4169","9","0","9"
"345","9","0","9"
"5916","9","0","9"
"449","9","0","9"
"5033","0","9","9"
"5045","0","9","9"
"121","9","0","9"
"4214","9","0","9"
"5945","9","0","9"
"4542","9","0","9"
"3648","9","0","9"
"4586","9","0","9"
"5017","9","0","9"
"1183","9","0","9"
"2987","9","0","9"
"1711","9","0","9"
"4255","9","0","9"
"3655","9","0","9"
"8263","2","7","9"
"6933","0","9","9"
"8162","9","0","9"
"7254","0","9","9"
"60","9","0","9"
"1737","9","0","9"
"3766","9","0","9"
"6464","0","9","9"
"3867","0","9","9"
"6146","9","0","9"
"5771","9","0","9"
"4665","9","0","9"
"7810","9","0","9"
"6274","9","0","9"
"8079","0","9","9"
"1741","9","0","9"
"5761","9","0","9"
"619","0","9","9"
"454","9","0","9"
"4128","9","0","9"
"4451","9","0","9"
"1099","8","0","8"
"1657","0","8","8"
"1674","8","0","8"
"3292","8","0","8"
"1077","0","8","8"
"692","3","5","8"
"3762","8","0","8"
"6709","2","6","8"
"7747","8","0","8"
"2903","8","0","8"
"5051","8","0","8"
"164","8","0","8"
"7062","4","4","8"
"4235","0","8","8"
"6394","8","0","8"
"5577","8","0","8"
"2112","1","7","8"
"2936","8","0","8"
"7634","1","7","8"
"5980","8","0","8"
"4532","8","0","8"
"2621","8","0","8"
"7653","1","7","8"
"949","8","0","8"
"2796","8","0","8"
"1246","8","0","8"
"7257","0","8","8"
"7246","0","8","8"
"699","8","0","8"
"1336","8","0","8"
"3692","8","0","8"
"1089","8","0","8"
"5455","8","0","8"
"1086","8","0","8"
"1819","0","8","8"
"1807","8","0","8"
"6245","8","0","8"
"7387","4","4","8"
"1423","8","0","8"
"560","8","0","8"
"4316","8","0","8"
"7668","0","8","8"
"4324","8","0","8"
"6041","0","8","8"
"5551","8","0","8"
"5552","8","0","8"
"5474","8","0","8"
"3713","0","8","8"
"6781","8","0","8"
"3802","8","0","8"
"5089","8","0","8"
"98","8","0","8"
"2037","8","0","8"
"120","8","0","8"
"6500","8","0","8"
"327","8","0","8"
"7857","0","8","8"
"7567","0","8","8"
"1150","8","0","8"
"7319","0","8","8"
"3200","8","0","8"
"3202","8","0","8"
"4621","0","8","8"
"3888","1","7","8"
"5855","8","0","8"
"860","8","0","8"
"2481","8","0","8"
"809","0","8","8"
"4411","0","8","8"
"6235","0","8","8"
"738","8","0","8"
"3082","0","8","8"
"2367","8","0","8"
"4710","8","0","8"
"4970","8","0","8"
"6467","8","0","8"
"574","5","3","8"
"4973","8","0","8"
"3120","8","0","8"
"479","8","0","8"
"7198","8","0","8"
"83","8","0","8"
"8019","0","8","8"
"3086","8","0","8"
"3108","8","0","8"
"4960","8","0","8"
"752","1","7","8"
"4652","8","0","8"
"3553","8","0","8"
"1008","8","0","8"
"3087","8","0","8"
"5675","8","0","8"
"3845","8","0","8"
"5647","8","0","8"
"347","8","0","8"
"3465","3","5","8"
"3036","7","1","8"
"6524","8","0","8"
"5399","8","0","8"
"1354","8","0","8"
"5043","2","6","8"
"1778","8","0","8"
"5635","0","8","8"
"848","8","0","8"
"3260","8","0","8"
"590","8","0","8"
"440","8","0","8"
"5600","8","0","8"
"5663","0","8","8"
"2130","8","0","8"
"1432","1","6","7"
"1316","7","0","7"
"915","7","0","7"
"3921","0","7","7"
"3737","0","7","7"
"6609","7","0","7"
"5111","7","0","7"
"6612","7","0","7"
"3544","7","0","7"
"5039","7","0","7"
"3723","7","0","7"
"7359","0","7","7"
"542","7","0","7"
"2372","7","0","7"
"4866","2","5","7"
"4891","7","0","7"
"7229","7","0","7"
"984","7","0","7"
"5334","7","0","7"
"1928","7","0","7"
"6711","7","0","7"
"547","1","6","7"
"3925","7","0","7"
"1065","7","0","7"
"284","7","0","7"
"1028","7","0","7"
"6655","7","0","7"
"3429","0","7","7"
"8186","0","7","7"
"6661","0","7","7"
"7792","7","0","7"
"2343","7","0","7"
"5013","7","0","7"
"1955","1","6","7"
"2362","0","7","7"
"5264","7","0","7"
"914","7","0","7"
"4926","7","0","7"
"7228","7","0","7"
"8173","7","0","7"
"4989","7","0","7"
"2417","7","0","7"
"7379","7","0","7"
"5306","1","6","7"
"3709","7","0","7"
"6592","1","6","7"
"3875","0","7","7"
"2113","7","0","7"
"3001","7","0","7"
"1447","7","0","7"
"4137","7","0","7"
"1365","7","0","7"
"2545","7","0","7"
"423","7","0","7"
"359","0","7","7"
"8225","0","7","7"
"5620","7","0","7"
"4760","7","0","7"
"6967","0","7","7"
"5604","7","0","7"
"7434","0","7","7"
"2833","7","0","7"
"6532","0","7","7"
"2676","7","0","7"
"525","1","6","7"
"1182","7","0","7"
"7149","0","7","7"
"4197","7","0","7"
"7439","0","7","7"
"2083","2","5","7"
"2976","7","0","7"
"2480","7","0","7"
"1292","7","0","7"
"7669","0","7","7"
"5708","7","0","7"
"7117","7","0","7"
"2939","7","0","7"
"4409","7","0","7"
"4223","7","0","7"
"1469","7","0","7"
"2572","7","0","7"
"840","7","0","7"
"7121","7","0","7"
"6027","0","7","7"
"7658","0","7","7"
"4671","7","0","7"
"8045","7","0","7"
"6045","7","0","7"
"6886","7","0","7"
"5966","7","0","7"
"320","7","0","7"
"8012","7","0","7"
"6504","7","0","7"
"6096","0","7","7"
"773","1","6","7"
"2695","7","0","7"
"2611","7","0","7"
"6134","7","0","7"
"5877","7","0","7"
"6445","7","0","7"
"6298","7","0","7"
"2609","7","0","7"
"4326","7","0","7"
"455","4","3","7"
"3991","7","0","7"
"3999","2","5","7"
"4443","7","0","7"
"6813","1","6","7"
"7856","7","0","7"
"8285","0","7","7"
"1821","7","0","7"
"4832","7","0","7"
"2752","7","0","7"
"5515","7","0","7"
"4008","7","0","7"
"4343","7","0","7"
"530","7","0","7"
"2247","0","7","7"
"7038","7","0","7"
"3037","7","0","7"
"4359","0","7","7"
"2598","7","0","7"
"4308","7","0","7"
"6984","7","0","7"
"2524","7","0","7"
"3306","7","0","7"
"4311","0","7","7"
"4192","7","0","7"
"7586","7","0","7"
"7425","7","0","7"
"6179","7","0","7"
"4616","7","0","7"
"3040","7","0","7"
"2933","6","0","6"
"5981","6","0","6"
"1631","6","0","6"
"983","1","5","6"
"5873","6","0","6"
"6685","0","6","6"
"1709","6","0","6"
"6427","0","6","6"
"7625","6","0","6"
"434","6","0","6"
"1899","6","0","6"
"5253","0","6","6"
"5048","6","0","6"
"5926","0","6","6"
"6666","6","0","6"
"424","6","0","6"
"5271","0","6","6"
"6668","0","6","6"
"4592","6","0","6"
"2978","6","0","6"
"4186","6","0","6"
"6676","6","0","6"
"1287","0","6","6"
"202","6","0","6"
"903","1","5","6"
"353","6","0","6"
"2088","6","0","6"
"7734","0","6","6"
"2830","6","0","6"
"6324","6","0","6"
"1237","6","0","6"
"208","6","0","6"
"399","6","0","6"
"1331","6","0","6"
"2793","6","0","6"
"796","6","0","6"
"6307","0","6","6"
"804","6","0","6"
"7738","6","0","6"
"1232","1","5","6"
"6200","6","0","6"
"4332","0","6","6"
"4440","6","0","6"
"4438","6","0","6"
"6162","0","6","6"
"801","6","0","6"
"6721","0","6","6"
"4430","6","0","6"
"6723","0","6","6"
"3754","6","0","6"
"7266","6","0","6"
"6971","6","0","6"
"6007","6","0","6"
"2875","6","0","6"
"5198","6","0","6"
"195","1","5","6"
"2907","6","0","6"
"2906","6","0","6"
"410","6","0","6"
"7659","6","0","6"
"4354","6","0","6"
"6038","6","0","6"
"6692","6","0","6"
"7665","6","0","6"
"3667","6","0","6"
"4282","6","0","6"
"3799","6","0","6"
"1693","6","0","6"
"3671","0","6","6"
"2866","6","0","6"
"6344","2","4","6"
"5174","6","0","6"
"7222","1","5","6"
"3683","6","0","6"
"260","6","0","6"
"5075","0","6","6"
"1976","6","0","6"
"6895","6","0","6"
"5364","0","6","6"
"4954","0","6","6"
"6770","6","0","6"
"1771","0","6","6"
"7877","6","0","6"
"5361","6","0","6"
"3325","6","0","6"
"5354","0","6","6"
"926","6","0","6"
"5351","0","6","6"
"5706","0","6","6"
"7873","6","0","6"
"3044","6","0","6"
"5528","6","0","6"
"5526","6","0","6"
"2254","6","0","6"
"3176","6","0","6"
"6598","6","0","6"
"2493","6","0","6"
"1113","6","0","6"
"7885","6","0","6"
"329","6","0","6"
"4020","6","0","6"
"3208","6","0","6"
"495","6","0","6"
"5430","6","0","6"
"5569","1","5","6"
"6780","6","0","6"
"2414","6","0","6"
"3920","6","0","6"
"4757","6","0","6"
"8222","6","0","6"
"4915","6","0","6"
"3242","6","0","6"
"6846","6","0","6"
"4027","6","0","6"
"4371","6","0","6"
"3939","0","6","6"
"2458","6","0","6"
"2478","6","0","6"
"2680","6","0","6"
"1033","6","0","6"
"2041","6","0","6"
"1027","6","0","6"
"729","1","5","6"
"921","6","0","6"
"4119","6","0","6"
"3518","6","0","6"
"5332","6","0","6"
"1742","6","0","6"
"292","6","0","6"
"463","6","0","6"
"1832","6","0","6"
"4148","6","0","6"
"230","6","0","6"
"7904","6","0","6"
"7812","6","0","6"
"1554","6","0","6"
"4639","0","6","6"
"2444","6","0","6"
"5834","6","0","6"
"3855","6","0","6"
"1504","6","0","6"
"4171","0","6","6"
"6801","6","0","6"
"3974","0","6","6"
"6804","6","0","6"
"3049","6","0","6"
"2286","6","0","6"
"5808","6","0","6"
"7327","6","0","6"
"8243","6","0","6"
"1011","6","0","6"
"3526","6","0","6"
"3147","6","0","6"
"1320","6","0","6"
"8024","0","6","6"
"5770","6","0","6"
"6461","6","0","6"
"4833","6","0","6"
"3536","6","0","6"
"7415","6","0","6"
"526","0","6","6"
"1010","6","0","6"
"4664","6","0","6"
"7407","1","5","6"
"4400","5","0","5"
"4779","0","5","5"
"3930","5","0","5"
"8060","5","0","5"
"6724","0","5","5"
"7161","0","5","5"
"4883","5","0","5"
"688","5","0","5"
"4313","5","0","5"
"4893","5","0","5"
"900","5","0","5"
"8061","5","0","5"
"4809","0","5","5"
"240","5","0","5"
"694","0","5","5"
"4853","5","0","5"
"4312","5","0","5"
"4783","0","5","5"
"7096","5","0","5"
"3924","5","0","5"
"3863","5","0","5"
"2282","5","0","5"
"1457","5","0","5"
"8043","0","5","5"
"4582","5","0","5"
"3869","5","0","5"
"4205","5","0","5"
"5038","5","0","5"
"4141","5","0","5"
"4200","5","0","5"
"8092","5","0","5"
"7110","5","0","5"
"4379","5","0","5"
"4155","5","0","5"
"6911","5","0","5"
"4188","0","5","5"
"8033","0","5","5"
"3839","5","0","5"
"4626","5","0","5"
"6762","0","5","5"
"1472","1","4","5"
"194","5","0","5"
"6949","5","0","5"
"5081","5","0","5"
"5069","5","0","5"
"6959","5","0","5"
"8007","0","5","5"
"4066","5","0","5"
"4426","5","0","5"
"4275","5","0","5"
"7050","5","0","5"
"4272","0","5","5"
"4526","5","0","5"
"2038","5","0","5"
"6867","5","0","5"
"6889","5","0","5"
"6769","0","5","5"
"4252","5","0","5"
"4535","5","0","5"
"944","5","0","5"
"2192","5","0","5"
"7799","0","5","5"
"3305","5","0","5"
"6317","5","0","5"
"2567","5","0","5"
"3535","5","0","5"
"3542","5","0","5"
"5309","0","5","5"
"2569","5","0","5"
"1005","5","0","5"
"1080","5","0","5"
"2885","5","0","5"
"1892","5","0","5"
"2863","5","0","5"
"7676","5","0","5"
"7316","0","5","5"
"2860","5","0","5"
"6658","5","0","5"
"1339","5","0","5"
"92","5","0","5"
"5267","2","3","5"
"6069","5","0","5"
"2839","5","0","5"
"6325","5","0","5"
"5667","5","0","5"
"5666","5","0","5"
"5664","0","5","5"
"6093","5","0","5"
"2807","5","0","5"
"3532","5","0","5"
"572","5","0","5"
"1078","5","0","5"
"7533","0","5","5"
"456","5","0","5"
"3094","5","0","5"
"5815","5","0","5"
"5832","0","5","5"
"3115","5","0","5"
"7913","0","5","5"
"5788","5","0","5"
"2523","5","0","5"
"5434","0","5","5"
"1066","5","0","5"
"557","1","4","5"
"5890","5","0","5"
"7394","5","0","5"
"5913","5","0","5"
"1759","5","0","5"
"430","5","0","5"
"6622","5","0","5"
"5368","0","5","5"
"5931","0","5","5"
"6471","5","0","5"
"489","5","0","5"
"1872","5","0","5"
"1195","5","0","5"
"5481","0","5","5"
"7402","5","0","5"
"3589","5","0","5"
"536","5","0","5"
"5588","0","5","5"
"30","5","0","5"
"295","5","0","5"
"307","5","0","5"
"2757","5","0","5"
"392","0","5","5"
"1668","5","0","5"
"5146","0","5","5"
"2614","5","0","5"
"5590","5","0","5"
"6278","0","5","5"
"5133","0","5","5"
"1940","5","0","5"
"6537","5","0","5"
"7270","5","0","5"
"6216","5","0","5"
"1299","5","0","5"
"1664","3","2","5"
"3320","5","0","5"
"6543","0","5","5"
"6545","5","0","5"
"3282","5","0","5"
"7884","5","0","5"
"3300","5","0","5"
"100","5","0","5"
"6239","5","0","5"
"6242","5","0","5"
"5153","5","0","5"
"458","4","1","5"
"1924","5","0","5"
"3354","5","0","5"
"8149","0","5","5"
"6109","0","5","5"
"1539","5","0","5"
"3673","5","0","5"
"7276","5","0","5"
"8156","5","0","5"
"1084","5","0","5"
"5656","5","0","5"
"6691","0","5","5"
"7945","5","0","5"
"2061","4","0","4"
"5763","4","0","4"
"732","4","0","4"
"3137","4","0","4"
"5769","4","0","4"
"5778","0","4","4"
"2050","4","0","4"
"724","4","0","4"
"2068","4","0","4"
"5668","4","0","4"
"4733","4","0","4"
"5662","4","0","4"
"8025","0","4","4"
"4079","4","0","4"
"6866","4","0","4"
"1362","4","0","4"
"461","4","0","4"
"4034","4","0","4"
"8028","0","4","4"
"512","0","4","4"
"5631","0","4","4"
"6883","4","0","4"
"2059","4","0","4"
"4059","4","0","4"
"5680","4","0","4"
"4062","4","0","4"
"3201","0","4","4"
"3197","4","0","4"
"736","4","0","4"
"5694","0","4","4"
"7455","4","0","4"
"5673","0","4","4"
"6896","4","0","4"
"5704","4","0","4"
"2227","4","0","4"
"4751","4","0","4"
"1765","4","0","4"
"7142","4","0","4"
"5707","4","0","4"
"4110","4","0","4"
"7508","0","4","4"
"2467","4","0","4"
"6487","4","0","4"
"185","4","0","4"
"3266","0","4","4"
"5750","4","0","4"
"4765","4","0","4"
"1946","4","0","4"
"2197","4","0","4"
"4465","4","0","4"
"4456","4","0","4"
"4459","4","0","4"
"7719","4","0","4"
"4314","4","0","4"
"6108","4","0","4"
"6107","0","4","4"
"2788","4","0","4"
"6106","0","4","4"
"107","4","0","4"
"129","4","0","4"
"6321","0","4","4"
"8068","0","4","4"
"4292","4","0","4"
"4291","4","0","4"
"8069","4","0","4"
"8277","0","4","4"
"7696","4","0","4"
"6064","4","0","4"
"4319","4","0","4"
"1680","4","0","4"
"7829","4","0","4"
"2108","4","0","4"
"7790","4","0","4"
"1308","4","0","4"
"7019","4","0","4"
"6263","4","0","4"
"6225","0","4","4"
"8289","0","4","4"
"6219","4","0","4"
"388","1","3","4"
"6207","4","0","4"
"1280","4","0","4"
"7759","4","0","4"
"4431","4","0","4"
"2111","4","0","4"
"6165","4","0","4"
"6997","0","4","4"
"7741","4","0","4"
"6133","4","0","4"
"2862","4","0","4"
"7661","4","0","4"
"1696","4","0","4"
"2985","4","0","4"
"6415","4","0","4"
"7597","4","0","4"
"7594","4","0","4"
"3025","4","0","4"
"7583","0","4","4"
"8038","0","4","4"
"4618","4","0","4"
"343","4","0","4"
"7569","4","0","4"
"3060","4","0","4"
"4630","4","0","4"
"445","4","0","4"
"5838","0","4","4"
"7106","4","0","4"
"2518","4","0","4"
"3077","4","0","4"
"1505","4","0","4"
"5921","4","0","4"
"2462","4","0","4"
"6376","0","4","4"
"5942","4","0","4"
"2901","4","0","4"
"2905","4","0","4"
"2152","4","0","4"
"2568","4","0","4"
"2153","4","0","4"
"1342","4","0","4"
"1212","4","0","4"
"6380","4","0","4"
"7071","4","0","4"
"4229","4","0","4"
"5988","4","0","4"
"5982","4","0","4"
"1198","4","0","4"
"5960","4","0","4"
"850","4","0","4"
"5950","4","0","4"
"5946","4","0","4"
"1190","4","0","4"
"1601","4","0","4"
"808","4","0","4"
"2415","4","0","4"
"3637","4","0","4"
"3625","4","0","4"
"6607","4","0","4"
"1383","4","0","4"
"1052","4","0","4"
"3623","0","4","4"
"5405","4","0","4"
"7226","4","0","4"
"5400","4","0","4"
"7293","4","0","4"
"3918","4","0","4"
"916","4","0","4"
"2346","4","0","4"
"2407","4","0","4"
"1570","4","0","4"
"2340","4","0","4"
"561","4","0","4"
"7176","4","0","4"
"5195","4","0","4"
"3932","4","0","4"
"162","4","0","4"
"7278","4","0","4"
"3669","0","4","4"
"7376","4","0","4"
"242","2","2","4"
"5152","4","0","4"
"5070","4","0","4"
"640","4","0","4"
"3406","4","0","4"
"7910","4","0","4"
"4885","4","0","4"
"7354","4","0","4"
"8190","4","0","4"
"2278","4","0","4"
"7929","4","0","4"
"3540","4","0","4"
"6646","4","0","4"
"1886","4","0","4"
"3561","4","0","4"
"570","4","0","4"
"4991","0","4","4"
"3513","4","0","4"
"43","4","0","4"
"1526","4","0","4"
"2363","4","0","4"
"6753","4","0","4"
"5282","4","0","4"
"3583","4","0","4"
"4383","4","0","4"
"8094","4","0","4"
"8189","4","0","4"
"4946","0","4","4"
"5010","4","0","4"
"2287","4","0","4"
"2393","4","0","4"
"6621","0","4","4"
"3598","4","0","4"
"5381","4","0","4"
"156","4","0","4"
"3610","4","0","4"
"6747","4","0","4"
"5024","4","0","4"
"7180","4","0","4"
"6671","4","0","4"
"5036","4","0","4"
"7967","4","0","4"
"7365","1","3","4"
"7933","4","0","4"
"6570","4","0","4"
"6717","4","0","4"
"7903","4","0","4"
"7424","4","0","4"
"7253","4","0","4"
"5114","4","0","4"
"1082","4","0","4"
"3374","4","0","4"
"3983","4","0","4"
"2306","4","0","4"
"4840","4","0","4"
"1373","4","0","4"
"6815","4","0","4"
"3377","4","0","4"
"7230","4","0","4"
"1085","4","0","4"
"6713","4","0","4"
"3688","4","0","4"
"3340","4","0","4"
"3725","4","0","4"
"701","4","0","4"
"535","0","4","4"
"964","4","0","4"
"4000","4","0","4"
"534","4","0","4"
"5142","4","0","4"
"4014","0","4","4"
"3391","4","0","4"
"4881","4","0","4"
"4864","4","0","4"
"7164","4","0","4"
"5544","4","0","4"
"8139","0","4","4"
"3749","4","0","4"
"4862","4","0","4"
"6829","4","0","4"
"713","4","0","4"
"3747","4","0","4"
"5495","4","0","4"
"5085","4","0","4"
"1812","4","0","4"
"6015","3","0","3"
"6954","3","0","3"
"4533","3","0","3"
"1993","3","0","3"
"6232","3","0","3"
"6013","3","0","3"
"2125","3","0","3"
"6331","3","0","3"
"7011","3","0","3"
"1995","3","0","3"
"6070","3","0","3"
"6648","3","0","3"
"6339","3","0","3"
"5274","0","3","3"
"4395","3","0","3"
"5303","0","3","3"
"6055","0","3","3"
"6054","0","3","3"
"5095","3","0","3"
"5104","3","0","3"
"1520","3","0","3"
"6026","3","0","3"
"6719","3","0","3"
"8171","3","0","3"
"6049","3","0","3"
"386","3","0","3"
"5080","3","0","3"
"6071","3","0","3"
"5154","3","0","3"
"6176","3","0","3"
"6119","3","0","3"
"642","3","0","3"
"6169","3","0","3"
"8271","1","2","3"
"5060","3","0","3"
"8286","0","3","3"
"6312","3","0","3"
"6127","3","0","3"
"4496","3","0","3"
"5151","3","0","3"
"6706","3","0","3"
"6149","0","3","3"
"2110","3","0","3"
"6295","3","0","3"
"5078","3","0","3"
"6157","3","0","3"
"6160","3","0","3"
"6180","3","0","3"
"6286","3","0","3"
"5197","3","0","3"
"6182","3","0","3"
"268","3","0","3"
"1952","3","0","3"
"1912","3","0","3"
"1943","3","0","3"
"5126","3","0","3"
"6081","3","0","3"
"5238","3","0","3"
"6213","3","0","3"
"6212","3","0","3"
"6208","3","0","3"
"8066","3","0","3"
"5090","3","0","3"
"5040","3","0","3"
"6202","3","0","3"
"6190","3","0","3"
"6683","3","0","3"
"374","3","0","3"
"6088","0","3","3"
"1581","1","2","3"
"1876","3","0","3"
"5722","3","0","3"
"316","3","0","3"
"4705","3","0","3"
"5501","3","0","3"
"6802","3","0","3"
"511","3","0","3"
"5686","3","0","3"
"541","3","0","3"
"4874","3","0","3"
"5480","3","0","3"
"4882","3","0","3"
"5469","0","3","3"
"5720","3","0","3"
"2054","3","0","3"
"2049","3","0","3"
"493","3","0","3"
"690","3","0","3"
"4684","0","3","3"
"4887","0","3","3"
"1830","3","0","3"
"1606","3","0","3"
"4674","3","0","3"
"1831","3","0","3"
"5760","3","0","3"
"5448","3","0","3"
"555","3","0","3"
"5442","0","3","3"
"4856","3","0","3"
"4714","3","0","3"
"5333","3","0","3"
"293","3","0","3"
"5558","3","0","3"
"5565","3","0","3"
"5540","3","0","3"
"5536","3","0","3"
"4771","3","0","3"
"6561","3","0","3"
"5603","3","0","3"
"5533","0","3","3"
"238","3","0","3"
"531","1","2","3"
"5615","3","0","3"
"5627","3","0","3"
"4750","3","0","3"
"6870","3","0","3"
"1599","3","0","3"
"4749","3","0","3"
"8227","1","2","3"
"4741","3","0","3"
"625","3","0","3"
"4737","3","0","3"
"5661","3","0","3"
"5521","3","0","3"
"5503","0","3","3"
"4850","3","0","3"
"4851","3","0","3"
"4852","3","0","3"
"6456","3","0","3"
"5792","0","3","3"
"5797","3","0","3"
"4566","3","0","3"
"4595","3","0","3"
"1869","3","0","3"
"6625","3","0","3"
"5363","0","3","3"
"5949","3","0","3"
"5352","3","0","3"
"4581","3","0","3"
"770","3","0","3"
"4952","3","0","3"
"5955","0","3","3"
"5958","3","0","3"
"6408","3","0","3"
"5965","3","0","3"
"245","3","0","3"
"419","0","3","3"
"5344","3","0","3"
"4561","0","3","3"
"4560","3","0","3"
"5336","3","0","3"
"5993","3","0","3"
